  Dados detalhados das AIH - por residência - Brasil
Valor aprovado por Procedimento e Ano atendimento
Período:Jun/2020-Out/2022
"Procedimento";"2008";"2009";"2010";"2011";"2012";"2013";"2014";"2015";"2016";"2017";"2018";"2019";"2020";"2021";"2022";"Total"
"0408050276 REDUCAO INCRUENTA DE LUXACAO FEMURO-PATELAR";-;-;-;-;-;-;-;-;-;-;-;-;15538,33;20247,86;17069,88;52856,07
"0408050284 REDUCAO INCRUENTA DE LUXACAO OU FRATURA / LUXACAO SUBTALAR E INTRATARSICA";-;-;-;-;-;-;-;-;-;-;-;-;10604,35;16957,13;13835,55;41397,03
"0408050292 REDUCAO INCRUENTA DE LUXACAO OU FRATURA / LUXACAO TARSO-METATARSICA";-;-;-;-;-;-;-;-;-;-;-;-;18938,54;31451,37;24076,20;74466,11
"0408050306 REIMPLANTE AO NIVEL DA COXA ATE O TERCO PROXIMAL DA PERNA";-;-;-;-;-;-;-;-;-;-;-;-;-;7402,95;5985,98;13388,93
"0408050314 REIMPLANTE DO TERCO MEDIO DA PERNA ATE O PE";-;-;-;-;-;-;-;-;-;-;-;-;4573,94;7343,62;9991,33;21908,89
"0408050322 REPARO DE BAINHA TENDINOSA AO NIVEL DO TORNOZELO";-;-;-;-;-;-;-;-;-;-;-;-;43974,48;85953,03;71454,93;201382,44
"0408050330 REVISAO CIRURGICA DE COTO DE AMPUTACAO EM MEMBRO INFERIOR (EXCETO DEDOS DO PE)";-;-;-;-;-;-;-;-;-;-;-;-;251468,24;392665,47;340357,71;984491,42
"0408050349 REVISAO CIRURGICA DO PE TORTO CONGENITO";-;-;-;-;-;-;-;-;-;-;-;-;70328,66;152244,63;106030,46;328603,75
"0408050357 SINDACTILIA CIRURGICA DOS DEDOS DO PE (PROCEDIMENTO TIPO KELIKIAN)";-;-;-;-;-;-;-;-;-;-;-;-;9657,88;17871,45;18749,36;46278,69
"0408050365 TALECTOMIA";-;-;-;-;-;-;-;-;-;-;-;-;4208,20;12116,08;12880,78;29205,06
"0408050373 TENOSINOVECTOMIA EM MEMBRO INFERIOR";-;-;-;-;-;-;-;-;-;-;-;-;69452,50;154712,27;262364,39;486529,16
"0408050381 TRANSFERENCIA DO GRANDE TROCANTER (PROCEDIMENTO ISOLADO)";-;-;-;-;-;-;-;-;-;-;-;-;2206,07;4689,61;11713,23;18608,91
"0408050390 TRANSFERENCIA MUSCULAR / TENDINOSA NO MEMBRO INFERIOR";-;-;-;-;-;-;-;-;-;-;-;-;264355,05;655022,92;663107,33;1582485,30
"0408050403 TRANSPLANTE DE MENISCO";-;-;-;-;-;-;-;-;-;-;-;-;-;2883,24;1319,46;4202,70
"0408050411 TRANSPOSICAO DA FIBULA PARA A TIBIA";-;-;-;-;-;-;-;-;-;-;-;-;8407,90;11259,17;5505,05;25172,12
"0408050420 TRATAMENTO CIRURGICO DAS DESINSERCOES DAS ESPINHAS INTERCONDILARES / EPICONDILARES";-;-;-;-;-;-;-;-;-;-;-;-;50446,39;73235,08;52359,04;176040,51
"0408050438 TRATAMENTO CIRURGICO DE AVULSAO DO GRANDE E DO PEQUENO TROCANTER";-;-;-;-;-;-;-;-;-;-;-;-;186701,06;351825,95;241485,43;780012,44
"0408050446 TRATAMENTO CIRURGICO DE COALIZAO TARSAL";-;-;-;-;-;-;-;-;-;-;-;-;10706,26;17607,17;17519,31;45832,74
"0408050454 TRATAMENTO CIRURGICO DE FRATURA / LESAO FISARIA DE OSSOS DO MEDIO-PE";-;-;-;-;-;-;-;-;-;-;-;-;444491,31;645325,69;449864,74;1539681,74
"0408050462 TRATAMENTO CIRURGICO DE FRATURA / LESAO FISARIA DOS METATARSIANOS";-;-;-;-;-;-;-;-;-;-;-;-;1766940,16;2607647,38;1940914,29;6315501,83
"0408050470 TRATAMENTO CIRURGICO DE FRATURA / LESAO FISARIA DOS PODODACTILOS";-;-;-;-;-;-;-;-;-;-;-;-;1589562,17;2304266,90;1761533,04;5655362,11
"0408050489 TRATAMENTO CIRURGICO DE FRATURA / LESAO FISARIA PROXIMAL (COLO) DO FEMUR (SINTESE)";-;-;-;-;-;-;-;-;-;-;-;3288,03;6814567,29;10593203,19;8127879,73;25538938,24
"0408050497 TRATAMENTO CIRURGICO DE FRATURA BIMALEOLAR / TRIMALEOLAR / DA FRATURA-LUXACAO DO TORNOZELO";-;-;-;-;-;-;-;-;-;-;-;428,38;11694300,22;18069376,42;13659540,63;43423645,65
"0408050500 TRATAMENTO CIRURGICO DE FRATURA DA DIAFISE DA TIBIA";-;-;-;-;-;-;-;-;-;-;-;5729,59;35274217,67;52408281,76;37357867,26;125046096,28
"0408050519 TRATAMENTO CIRURGICO DE FRATURA DA DIAFISE DO FEMUR";-;-;-;-;-;-;-;-;-;-;-;2929,66;24841071,97;36140447,20;25666472,29;86650921,12
"0408050527 TRATAMENTO CIRURGICO DE FRATURA DA PATELA POR FIXACAO INTERNA";-;-;-;-;-;-;-;-;-;-;-;-;3289988,10;5033364,87;3879208,10;12202561,07
"0408050535 TRATAMENTO CIRURGICO DE FRATURA DO CALCANEO";-;-;-;-;-;-;-;-;-;-;-;-;1292224,49;1941097,95;1424248,04;4657570,48
"0408050543 TRATAMENTO CIRURGICO DE FRATURA DO PILAO TIBIAL";-;-;-;-;-;-;-;-;-;-;-;425,94;3929576,54;6045889,76;4506429,59;14482321,83
"0408050551 TRATAMENTO CIRURGICO DE FRATURA DO PLANALTO TIBIAL";-;-;-;-;-;-;-;-;-;-;-;845,32;5841351,73;9157732,14;6513334,94;21513264,13
"0408050560 TRATAMENTO CIRURGICO DE FRATURA DO TALUS";-;-;-;-;-;-;-;-;-;-;-;-;247638,68;356606,99;250893,88;855139,55
"0408050578 TRATAMENTO CIRURGICO DE FRATURA DO TORNOZELO UNIMALEOLAR";-;-;-;-;-;-;-;-;-;-;-;-;9851660,97;16024622,97;12705096,28;38581380,22
"0408050586 TRATAMENTO CIRURGICO DE FRATURA INTERCONDILEANA / DOS CONDILOS DO FEMUR";-;-;-;-;-;-;-;-;-;-;-;-;758602,48;1071299,18;761208,80;2591110,46
"0408050594 TRATAMENTO CIRURGICO DE FRATURA LESAO FISARIA AO NIVEL DO JOELHO";-;-;-;-;-;-;-;-;-;-;-;-;340346,22;537184,13;397776,70;1275307,05
"0408050608 TRATAMENTO CIRURGICO DE FRATURA LESAO FISARIA DISTAL DE TIBIA";-;-;-;-;-;-;-;-;-;-;-;-;973761,45;1437533,39;1113484,98;3524779,82
"0408050616 TRATAMENTO CIRURGICO DE FRATURA SUBTROCANTERIANA";-;-;-;-;-;-;-;-;-;-;-;-;3953636,24;6085637,82;4643438,78;14682712,84
"0408050624 TRATAMENTO CIRURGICO DE FRATURA SUPRACONDILEANA DO FEMUR (METAFISE DISTAL)";-;-;-;-;-;-;-;-;-;-;-;-;4913131,89;7293735,47;5233428,95;17440296,31
"0408050632 TRATAMENTO CIRURGICO DE FRATURA TRANSTROCANTERIANA";-;-;-;-;-;-;-;-;-;-;-;4791,48;22343873,79;35366130,63;29142225,63;86857021,53
"0408050640 TRATAMENTO CIRURGICO DE GIGANTISMO DO PE";-;-;-;-;-;-;-;-;-;-;-;-;563,57;1194,59;1203,08;2961,24
"0408050659 TRATAMENTO CIRURGICO DE HALUX VALGUS COM OSTEOTOMIA DO PRIMEIRO OSSO METATARSIANO";-;-;-;-;-;-;-;-;-;-;-;-;249760,46;501988,44;652246,95;1403995,85
"0408050667 TRATAMENTO CIRURGICO DE LESAO AGUDA CAPSULO-LIGAMENTAR MEMBRO INFERIOR (JOELHO / TORNOZELO)";-;-;-;-;-;-;-;-;-;-;-;-;2340022,11;3731171,34;2831773,18;8902966,63
"0408050675 TRATAMENTO CIRURGICO DE LESAO EVOLUTIVA FISARIA NO MEMBRO INFERIOR";-;-;-;-;-;-;-;-;-;-;-;-;80555,87;181613,33;167267,57;429436,77
"0408050683 TRATAMENTO CIRURGICO DE LUXACAO / FRATURA-LUXACAO AO NIVEL DO JOELHO";-;-;-;-;-;-;-;-;-;-;-;-;988820,36;1553222,12;1159662,91;3701705,39
"0408050691 TRATAMENTO CIRURGICO DE LUXACAO / FRATURA-LUXACAO METATARSO-FALANGIANA / INTER-FALANGIANA";-;-;-;-;-;-;-;-;-;-;-;-;992414,36;1524406,53;1102781,07;3619601,96
"0408050705 TRATAMENTO CIRURGICO DE LUXACAO / FRATURA-LUXACAO SUBTALAR E INTRA-TARSICA";-;-;-;-;-;-;-;-;-;-;-;-;131455,16;194955,35;157595,11;484005,62
"0408050713 TRATAMENTO CIRURGICO DE LUXACAO / FRATURA-LUXACAO TARSO-METATARSICA";-;-;-;-;-;-;-;-;-;-;-;-;573403,90;971403,27;665100,03;2209907,20
"0408050721 TRATAMENTO CIRURGICO DE METATARSO PRIMO VARO";-;-;-;-;-;-;-;-;-;-;-;-;14490,85;15346,26;15495,48;45332,59
"0408050730 TRATAMENTO CIRURGICO DE PE CAVO";-;-;-;-;-;-;-;-;-;-;-;-;22690,90;66346,45;75545,31;164582,66
"0408050748 TRATAMENTO CIRURGICO DE PE PLANO VALGO";-;-;-;-;-;-;-;-;-;-;-;-;41404,12;85447,43;137570,58;264422,13
"0408050756 TRATAMENTO CIRURGICO DE PE TALO VERTICAL";-;-;-;-;-;-;-;-;-;-;-;-;8516,23;19634,69;25294,32;53445,24
"0408050764 TRATAMENTO CIRURGICO DE PE TORTO CONGENITO";-;-;-;-;-;-;-;-;-;-;-;-;359211,99;752685,02;617295,36;1729192,37
"0408050772 TRATAMENTO CIRURGICO DE PE TORTO CONGENITO INVETERADO";-;-;-;-;-;-;-;-;-;-;-;-;28034,02;54051,82;67838,00;149923,84
"0408050780 TRATAMENTO CIRURGICO DE PSEUDARTROSE / RETARDO DE CONSOLIDACAO / PERDA OSSEA AO NIVEL DO TARSO";-;-;-;-;-;-;-;-;-;-;-;-;24842,97;37976,69;30629,55;93449,21
"0408050799 TRATAMENTO CIRURGICO DE PSEUDARTROSE / RETARDO DE CONSOLIDACAO / PERDA OSSEA DA DIAFISE DO FEMU";-;-;-;-;-;-;-;-;-;-;-;-;764605,73;1309165,89;1075014,08;3148785,70
"0408050802 TRATAMENTO CIRURGICO DE PSEUDARTROSE / RETARDO DE CONSOLIDACAO / PERDA OSSEA DA REGIAO TROCANTER";-;-;-;-;-;-;-;-;-;-;-;-;115893,73;168053,89;127333,35;411280,97
"0408050810 TRATAMENTO CIRURGICO DE PSEUDARTROSE / RETARDO DE CONSOLIDACAO / PERDA OSSEA DO COLO DO FEMUR";-;-;-;-;-;-;-;-;-;-;-;-;236282,90;375689,95;409453,66;1021426,51
"0408050829 TRATAMENTO CIRURGICO DE PSEUDARTROSE / RETARDO DE CONSOLIDACAO / PERDA OSSEA DO PE";-;-;-;-;-;-;-;-;-;-;-;-;24430,85;51961,43;37879,27;114271,55
"0408050837 TRATAMENTO CIRURGICO DE PSEUDARTROSE / RETARDO DE CONSOLIDACAO / PERDA OSSEA METAFISE DISTAL DO";-;-;-;-;-;-;-;-;-;-;-;777,73;418679,34;658652,09;485307,45;1563416,61
"0408050845 TRATAMENTO CIRURGICO DE PSEUDARTROSE / RETARDO DE CONSOLIDACAO AO NIVEL DO JOELHO";-;-;-;-;-;-;-;-;-;-;-;-;90076,05;148586,90;120187,47;358850,42
"0408050853 TRATAMENTO CIRURGICO DE PSEUDARTROSE CONGENITA DA TIBIA";-;-;-;-;-;-;-;-;-;-;-;-;41467,61;64558,87;58199,04;164225,52
"0408050861 TRATAMENTO CIRURGICO DE PSEUDARTROSE / RETARDO DE CONSOLIDACAO / PERDA OSSEA DA DIAFISE TIBIAL";-;-;-;-;-;-;-;-;-;-;-;-;1716634,23;2876901,36;2304507,35;6898042,94
"0408050870 TRATAMENTO CIRURGICO DE PSEUDARTROSE / RETARDO DE CONSOLIDACAO/ PERDA OSSEA DA METAFISE TIBIAL";-;-;-;-;-;-;-;-;-;-;-;-;500120,33;790154,75;648332,10;1938607,18
"0408050888 TRATAMENTO CIRURGICO DE ROTURA DE MENISCO COM SUTURA MENISCAL UNI / BICOMPATIMENTAL";-;-;-;-;-;-;-;-;-;-;-;-;1220545,70;2172637,59;2550338,68;5943521,97
"0408050896 TRATAMENTO CIRURGICO DE ROTURA DO MENISCO COM MENISCECTOMIA PARCIAL / TOTAL";-;-;-;-;-;-;-;-;-;-;-;-;1505210,75;2868227,88;4910684,05;9284122,68
"0408050900 TRATAMENTO CIRURGICO DO HALUX RIGIDUS";-;-;-;-;-;-;-;-;-;-;-;-;21582,24;40714,90;48469,72;110766,86
"0408050918 TRATAMENTO CIRURGICO DO HALUX VALGUS S/ OSTEOTOMIA DO PRIMEIRO OSSO METATARSIANO";-;-;-;-;-;-;-;-;-;-;-;-;36512,85;70016,16;94727,28;201256,29
"0408050926 TRATAMENTO DAS LESOES OSTEO-CONDRAIS POR FIXACAO OU MOSAICOPLASTIA JOELHO/TORNOZELO";-;-;-;-;-;-;-;-;-;-;-;-;4498108,48;8806233,52;9250970,59;22555312,59
"0408060018 ALONGAMENTO / ENCURTAMENTO MIOTENDINOSO";-;-;-;-;-;-;-;-;-;-;-;-;229846,00;556021,67;526980,11;1312847,78
"0408060026 ALONGAMENTO E/OU TRANSPORTE DE OSSOS DA MAO E/OU DO PE";-;-;-;-;-;-;-;-;-;-;-;-;8231,49;17134,50;25380,80;50746,79
"0408060034 ALONGAMENTO E/OU TRANSPORTE OSSEO DE OSSOS LONGOS (EXCETO DA MAO E DO PE)";-;-;-;-;-;-;-;-;-;-;-;-;476705,41;868626,81;672296,89;2017629,11
"0408060042 AMPUTACAO / DESARTICULACAO DE DEDO";-;-;-;-;-;-;-;-;-;-;-;-;10955840,46;17185309,24;13436907,88;41578057,58
"0408060050 ARTRODESE DE PEQUENAS ARTICULACOES";-;-;-;-;-;-;-;-;-;-;-;-;194579,06;334851,49;366035,91;895466,46
"0408060069 ARTROPLASTIA DE RESSECCAO DE MEDIA / GRANDE ARTICULACAO";-;-;-;-;-;-;-;-;-;-;-;-;455064,05;701261,05;690653,11;1846978,21
"0408060077 ARTROPLASTIA DE RESSECCAO DE PEQUENAS ARTICULACOES";-;-;-;-;-;-;-;-;-;-;-;-;18879,24;30054,31;36903,83;85837,38
"0408060085 BURSECTOMIA";-;-;-;-;-;-;-;-;-;-;-;-;405558,21;817370,06;955568,15;2178496,42
"0408060093 DESCOMPRESSAO COM ESVAZIAMENTO MEDULAR POR BROCAGEM / VIA CORTICOTOMIA";-;-;-;-;-;-;-;-;-;-;-;-;1279611,33;2303706,57;1484448,95;5067766,85
"0408060107 DIAFISECTOMIA DE OSSOS LONGOS";-;-;-;-;-;-;-;-;-;-;-;-;18490,59;41975,30;38218,54;98684,43
"0408060115 ENCURTAMENTO DE OSSOS LONGOS EXCETO DA MAO E DO PE";-;-;-;-;-;-;-;-;-;-;-;-;23636,43;58128,80;29093,70;110858,93
"0408060123 EXPLORACAO ARTICULAR C/ OU S/ SINOVECTOMIA DE MEDIAS / GRANDES ARTICULACOES";-;-;-;-;-;-;-;-;-;-;-;-;1492975,67;2967606,01;2870431,97;7331013,65
"0408060131 EXPLORACAO ARTICULAR C/ OU S/ SINOVECTOMIA DE PEQUENAS ARTICULACOES";-;-;-;-;-;-;-;-;-;-;-;-;77103,13;139439,84;150842,56;367385,53
"0408060140 FASCIECTOMIA";-;-;-;-;-;-;-;-;-;-;-;-;159483,23;342564,49;380273,67;882321,39
"0408060158 MANIPULACAO ARTICULAR";-;-;-;-;-;-;-;-;-;-;-;-;1386388,22;2705656,25;2282898,88;6374943,35
"0408060166 OSTECTOMIA DE OSSOS DA MAO E/OU DO PE";-;-;-;-;-;-;-;-;-;-;-;-;250879,28;463236,25;390277,56;1104393,09
"0408060174 OSTECTOMIA DE OSSOS LONGOS EXCETO DA MAO E DO PE";-;-;-;-;-;-;-;-;-;-;-;893,55;3169080,73;5315270,78;4129694,05;12614939,11
"0408060182 OSTEOTOMIA DE OSSOS DA MAO E/OU DO PE";-;-;-;-;-;-;-;-;-;-;-;-;563729,61;1212098,44;1112352,73;2888180,78
"0408060190 OSTEOTOMIA DE OSSOS LONGOS EXCETO DA MAO E DO PE";-;-;-;-;-;-;-;-;-;-;-;2075,73;6214905,13;12409676,01;9883710,31;28510367,18
"0408060204 REINSERCAO MUSCULAR";-;-;-;-;-;-;-;-;-;-;-;-;248663,40;384769,69;328023,59;961456,68
"0408060212 RESSECCAO DE CISTO SINOVIAL";-;-;-;-;-;-;-;-;-;-;-;-;142884,00;329490,94;417121,43;889496,37
"0408060239 RESSECCAO DE TUMOR E RECONSTRUCAO C/ RETALHO MICROCIRURGICO";-;-;-;-;-;-;-;-;-;-;-;-;162849,25;353986,00;437639,37;954474,62
"0408060247 RESSECCAO DE TUMOR E RECONSTRUCAO C/ RETALHO NAO MICROCIRURGICO (EXCETO MAO E PE)";-;-;-;-;-;-;-;-;-;-;-;-;33828,11;50056,01;45602,74;129486,86
"0408060255 RESSECCAO DE TUMOR E RECONSTRUCAO C/ TRANSPORTE OSSEO";-;-;-;-;-;-;-;-;-;-;-;-;53344,00;91906,69;79458,10;224708,79
"0408060263 RESSECCAO DE TUMOR OSSEO C/ SUBSTITUICAO (ENDOPROTESE)";-;-;-;-;-;-;-;-;-;-;-;-;390409,24;588249,55;366902,32;1345561,11
"0408060271 RESSECCAO DE TUMOR OSSEO E RECONSTRUCAO C/ ENXERTO";-;-;-;-;-;-;-;-;-;-;-;-;144198,50;260737,68;217133,59;622069,77
"0408060280 RESSECCAO DE TUMOR OSSEO E RECONSTRUCAO C/ RETALHO NAO MICROCIRURGICO (APENAS MAO E PE)";-;-;-;-;-;-;-;-;-;-;-;-;22798,41;54720,88;38285,98;115805,27
"0408060298 RESSECCAO DE TUMOR OSSEO E RECONSTRUCAO POR DESLIZAMENTO";-;-;-;-;-;-;-;-;-;-;-;-;8795,70;12029,45;13395,12;34220,27
"0408060301 RESSECCAO MUSCULAR";-;-;-;-;-;-;-;-;-;-;-;-;77128,39;91816,65;70191,86;239136,90
"0408060310 RESSECCAO SIMPLES DE TUMOR OSSEO / DE PARTES MOLES";-;-;-;-;-;-;-;-;-;-;-;-;1371000,08;2670057,98;3283879,64;7324937,70
"0408060328 RETIRADA DE CORPO ESTRANHO INTRA-ARTICULAR";-;-;-;-;-;-;-;-;-;-;-;-;147575,39;244286,56;192151,89;584013,84
"0408060336 RETIRADA DE CORPO ESTRANHO INTRA-OSSEO";-;-;-;-;-;-;-;-;-;-;-;-;84210,38;150685,43;125266,28;360162,09
"0408060344 RETIRADA DE ESPACADORES / OUTROS MATERIAIS";-;-;-;-;-;-;-;-;-;-;-;137,78;162579,32;341635,91;333791,95;838144,96
"0408060352 RETIRADA DE FIO OU PINO INTRA-OSSEO";-;-;-;-;-;-;-;-;-;-;-;171,01;4127558,84;7428416,37;6366906,64;17923052,86
"0408060360 RETIRADA DE FIXADOR EXTERNO";-;-;-;-;-;-;-;-;-;-;-;105,76;2582501,21;4141892,51;3206504,17;9931003,65
"0408060379 RETIRADA DE PLACA E/OU PARAFUSOS";-;-;-;-;-;-;-;-;-;-;-;-;3506708,49;6879394,61;6387376,01;16773479,11
"0408060387 RETIRADA DE PROTESE DE SUBSTITUICAO DE GRANDES ARTICULACOES (OMBRO / COTOVELO / QUADRIL / JOELHO";-;-;-;-;-;-;-;-;-;-;-;-;609566,41;989591,40;852828,75;2451986,56
"0408060395 RETIRADA DE PROTESE DE SUBSTITUICAO EM PEQUENAS E MEDIAS ARTICULACOES";-;-;-;-;-;-;-;-;-;-;-;-;26247,39;47865,51;45282,65;119395,55
"0408060409 RETIRADA DE TRACAO TRANS-ESQUELETICA";-;-;-;-;-;-;-;-;-;-;-;-;233620,84;356700,66;204170,88;794492,38
"0408060417 RETRACAO CICATRICIAL DOS DEDOS COM COMPROMETIMENTO TENDINOSO (POR DEDO)";-;-;-;-;-;-;-;-;-;-;-;-;8409,41;21450,82;19729,56;49589,79
"0408060425 REVISAO CIRURGICA DE COTO DE AMPUTACAO DOS DEDOS";-;-;-;-;-;-;-;-;-;-;-;-;808847,55;1305106,42;1054918,19;3168872,16
"0408060433 TENODESE";-;-;-;-;-;-;-;-;-;-;-;-;227224,00;416271,88;432041,58;1075537,46
"0408060441 TENOLISE";-;-;-;-;-;-;-;-;-;-;-;-;1262573,78;2455773,33;2593634,76;6311981,87
"0408060450 TENOMIORRAFIA";-;-;-;-;-;-;-;-;-;-;-;-;3547276,74;5556026,31;4129568,31;13232871,36
"0408060468 TENOMIOTOMIA / DESINSERCAO";-;-;-;-;-;-;-;-;-;-;-;-;756013,41;1517615,98;1365856,96;3639486,35
"0408060476 TENOPLASTIA OU ENXERTO DE TENDAO UNICO";-;-;-;-;-;-;-;-;-;-;-;-;8053744,20;15264793,00;13449447,13;36767984,33
"0408060484 TENORRAFIA UNICA EM TUNEL OSTEO-FIBROSO";-;-;-;-;-;-;-;-;-;-;-;-;6118483,95;9910971,17;7287184,26;23316639,38
"0408060492 TRANSPLANTE DO HALUX P/ O POLEGAR";-;-;-;-;-;-;-;-;-;-;-;-;338,92;846,39;338,92;1524,23
"0408060506 TRANSPLANTE DO SEGUNDO PODODACTILO PARA POLEGAR / QUALQUER OUTRO DEDO DA MAO";-;-;-;-;-;-;-;-;-;-;-;-;2345,32;2825,72;2003,73;7174,77
"0408060514 TRANSPLANTE MUSCULO-CUTANEO C/ MICRO-ANASTOMOSE NO TRONCO / EXTREMIDADE";-;-;-;-;-;-;-;-;-;-;-;-;137972,33;235536,92;208854,42;582363,67
"0408060522 TRANSPLANTE OSTEO-MUSCULO-CUTANEO C/ MICRO-ANASTOMOSE NO TRONCO OU EXTREMIDADES";-;-;-;-;-;-;-;-;-;-;-;-;35066,34;92376,00;87177,05;214619,39
"0408060530 TRANSPOSICAO / TRANSFERENCIA MIOTENDINOSA MULTIPLA";-;-;-;-;-;-;-;-;-;-;-;-;430266,92;730120,45;757200,89;1917588,26
"0408060549 TRANSPOSICAO / TRANSFERENCIA MIOTENDINOSA UNICA";-;-;-;-;-;-;-;-;-;-;-;-;171047,87;325656,21;338790,01;835494,09
"0408060557 TRATAMENTO CIRURGICO DE ARTRITE INFECCIOSA (GRANDES E MEDIAS ARTICULACOES)";-;-;-;-;-;-;-;-;-;-;-;870,22;1470153,33;2284604,39;1674460,35;5430088,29
"0408060565 TRATAMENTO CIRURGICO DE ARTRITE INFECCIOSA DAS PEQUENAS ARTICULACOES";-;-;-;-;-;-;-;-;-;-;-;-;114988,12;173342,29;120072,55;408402,96
"0408060573 TRATAMENTO CIRURGICO DE DEDO EM MARTELO / EM GARRA (MAO E PE)";-;-;-;-;-;-;-;-;-;-;-;-;177108,17;319672,21;345836,97;842617,35
"0408060581 TRATAMENTO CIRURGICO DE DEFORMIDADE ARTICULAR POR RETRACAO TENO-CAPSULO-LIGAMENTAR";-;-;-;-;-;-;-;-;-;-;-;-;305747,35;470729,50;599563,50;1376040,35
"0408060590 TRATAMENTO CIRURGICO DE FRATURA VICIOSAMENTE CONSOLIDADA DOS OSSOS LONGOS EXCETO DA MAO E DO PE";-;-;-;-;-;-;-;-;-;-;-;-;568533,25;880207,82;532628,67;1981369,74
"0408060603 TRATAMENTO CIRURGICO DE HERNIA MUSCULAR";-;-;-;-;-;-;-;-;-;-;-;-;8836,26;23729,11;22579,83;55145,20
"0408060611 TRATAMENTO CIRURGICO DE INFECCAO EM ARTROPLASTIA DAS MEDIAS / PEQUENAS ARTICULACOES";-;-;-;-;-;-;-;-;-;-;-;-;22452,50;32009,00;21501,13;75962,63
"0408060620 TRATAMENTO CIRURGICO DE INFECCAO POS-ARTROPLASTIA (GRANDES ARTICULACOES)";-;-;-;-;-;-;-;-;-;-;-;-;289186,27;456620,77;404199,72;1150006,76
"0408060638 TRATAMENTO CIRURGICO DE LUXACAO / FRATURA-LUXACAO METATARSO INTER-FALANGEANA";-;-;-;-;-;-;-;-;-;-;-;-;405943,75;560638,11;454056,53;1420638,39
"0408060646 TRATAMENTO CIRURGICO DE MAO OU PE EM FENDA / DEDO BIFIDO / MACRODACTILIA / POLIDACTILIA";-;-;-;-;-;-;-;-;-;-;-;-;32899,38;59777,13;81654,58;174331,09
"0408060662 TRATAMENTO CIRURGICO DE POLIDACTILIA ARTICULADA";-;-;-;-;-;-;-;-;-;-;-;-;50568,85;123231,03;121658,93;295458,81
"0408060670 TRATAMENTO CIRURGICO DE RETRACAO MUSCULAR";-;-;-;-;-;-;-;-;-;-;-;-;118069,40;176431,95;213098,76;507600,11
"0408060697 TRATAMENTO CIRURGICO DE SINDACTILIA COMPLEXA (C/ FUSAO OSSEA)";-;-;-;-;-;-;-;-;-;-;-;-;6117,84;20073,58;26505,28;52696,70
"0408060700 TRATAMENTO CIRURGICO DE SINDACTILIA SIMPLES (DOIS DEDOS)";-;-;-;-;-;-;-;-;-;-;-;-;23614,10;48846,06;53302,16;125762,32
"0408060719 VIDEOARTROSCOPIA";-;-;-;-;-;-;-;-;-;-;-;-;2220720,00;3867360,00;5531730,00;11619810,00
"0409010014 CAPSULECTOMIA RENAL";-;-;-;-;-;-;-;-;-;-;-;-;9012,36;17820,03;13545,03;40377,42
"0409010022 CISTECTOMIA PARCIAL";-;-;-;-;-;-;-;-;-;-;-;-;253394,61;395379,55;300661,13;949435,29
"0409010030 CISTECTOMIA TOTAL";-;-;-;-;-;-;-;-;-;-;-;-;169088,11;249855,49;171056,04;589999,64
"0409010049 CISTECTOMIA TOTAL E DERIVACAO EM 1 SO TEMPO";-;-;-;-;-;-;-;-;-;-;-;-;40970,40;78230,96;57045,45;176246,81
"0409010057 CISTOENTEROPLASTIA";-;-;-;-;-;-;-;-;-;-;-;-;161483,86;331384,04;258501,39;751369,29
"0409010065 CISTOLITOTOMIA E/OU RETIRADA DE CORPO ESTRANHO DA BEXIGA";-;-;-;-;-;-;-;-;-;-;-;-;3823429,23;6633611,08;6393090,68;16850130,99
"0409010073 CISTOPLASTIA (CORRECAO DE EXTROFIA VESICAL)";-;-;-;-;-;-;-;-;-;-;-;-;95550,74;196770,47;171969,89;464291,10
"0409010081 CISTORRAFIA";-;-;-;-;-;-;-;-;-;-;-;-;628304,64;1081242,06;820715,54;2530262,24
"0409010090 CISTOSTOMIA";-;-;-;-;-;-;-;-;-;-;-;1271,62;2689081,55;4455857,02;3655367,56;10801577,75
"0409010120 DIVERTICULECTOMIA VESICAL";-;-;-;-;-;-;-;-;-;-;-;-;20819,20;41459,04;40553,05;102831,29
"0409010138 DRENAGEM DE ABSCESSO RENAL / PERI-RENAL";-;-;-;-;-;-;-;-;-;-;-;-;363364,76;614985,21;481728,78;1460078,75
"0409010146 EXTRACAO ENDOSCOPICA DE CALCULO EM PELVE RENAL";-;-;-;-;-;-;-;-;-;-;-;-;296186,20;416690,18;379263,07;1092139,45
"0409010170 INSTALACAO ENDOSCOPICA DE CATETER DUPLO J";-;-;-;-;-;-;-;-;-;-;-;-;5539875,26;8660606,33;7753761,62;21954243,21
"0409010189 LITOTRIPSIA";-;-;-;-;-;-;-;-;-;-;-;-;1957078,65;2068166,78;1634301,09;5659546,52
"0409010197 LOMBOTOMIA";-;-;-;-;-;-;-;-;-;-;-;-;139532,21;159255,65;92699,96;391487,82
"0409010200 NEFRECTOMIA PARCIAL";-;-;-;-;-;-;-;-;-;-;-;-;672636,37;1221811,53;1074975,71;2969423,61
"0409010219 NEFRECTOMIA TOTAL";-;-;-;-;-;-;-;-;-;-;-;-;2203652,45;3595724,52;3522912,23;9322289,20
"0409010227 NEFROLITOTOMIA";-;-;-;-;-;-;-;-;-;-;-;-;575686,14;814027,08;917774,83;2307488,05
"0409010235 NEFROLITOTOMIA PERCUTANEA";-;-;-;-;-;-;-;-;-;-;-;-;1497222,19;2484306,15;2872714,95;6854243,29
